"","Cube","IncTime","LC","Pond","NutRat","VitAdd","Year","P_F_B","P_Fm_B","P_Fm.F_B","P_Y_B","P_FvFM_B","P_Chl_B","P_F_G","P_Fm_G","P_Fm.F_G","P_Y_G","P_FvFM_G","P_Chl_G","P_F_Br","P_Fm_Br","P_Fm.F_Br","P_Y_Br","P_FvFM_Br","P_Chl_Br","P_F_PE","P_Fm_PE","P_Fm.F_PE","P_Y_PE","P_FvFM_PE","P_Chl_PE","P_F_E_B","P_Fm_E_B","P_Fm.F_E_B","P_Y_E_B","P_FvFM_E_B","P_Chl_E_B","P_F_E_G","P_Fm_E_G","P_Fm.F_E_G","P_Y_E_G","P_FvFM_E_G","P_Chl_E_G","P_F_E_Br","P_Fm_E_Br","P_Fm.F_E_Br","P_Y_E_Br","P_FvFM_E_Br","P_Chl_E_Br","P_F_E_PE","P_Fm_E_PE","P_Fm.F_E_PE","P_Y_E_PE","P_FvFM_E_PE","P_Chl_E_PE","L_TDN","L_TN","L_TDP","L_TP","L_DP","L_NH4","L_NOX","PP","Chl_445","EA_N","EA_C","Constant1","P_Chl_Total","Prop_Chl_B","Prop_Chl_G","Prop_Chl_Br","Prop_Chl_PE","Perc_Chl_B","Perc_Chl_G","Perc_Chl_Br","Perc_Chl_PE","PP1","CNRatio","CPRatio","NPRatio","CNPRatio","CPRatio1","NPRatio1","CNPRatio1"
"128","38",48,6,14,55,"no","2023",600,593,0,0,0,4.3,2401,5290,2856,0.54,0.54,20.8,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",273.5,517,52.8,126,29.6,13.4,0,0.023541457,34.516309,0.293427259,2.663436234,1,25.1,0.171314741035857,0.828685258964143,0,0,17.1314741035857,82.8685258964143,0,0,0.023541457,9.07698978982726,113.138121994743,12.4642777632667,"113.138121994743:12.4642777632667:1",113.138121994743,12.4642777632667,"113.138121994743:12.4642777632667:1"
"129","39",48,6,14,55,"no","2023",704,697,0,0,0,5.1,2798,6963,4081,0.59,0.59,24.3,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",311,564,46.7,124,27.95,13.75,0,0.012205945,35.499081,0.204765871,1.6771321,1,29.4,0.173469387755102,0.826530612244898,0,0,17.3469387755102,82.6530612244898,0,0,0.012205945,8.19048648981158,137.402888510476,16.7759129670009,"137.402888510476:16.7759129670009:1",137.402888510476,16.7759129670009,"137.402888510476:16.7759129670009:1"
"130","40",48,6,14,55,"yes","2023",722,719,0,0,0,5.2,2906,7036,4075,0.58,0.58,25.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",256,567,46.9,131,18.2,12.4,0,0.015468131,36.744256,0.1963377,1.488366276,1,30.4,0.171052631578947,0.828947368421053,0,0,17.1052631578947,82.8947368421053,0,0,0.015468131,7.58064434899665,96.2214682562489,12.6930461088027,"96.2214682562489:12.6930461088027:1",96.2214682562489,12.6930461088027,"96.2214682562489:12.6930461088027:1"
"131","41",48,6,14,55,"yes","2023",826,1000,199,0.2,0.2,6,3008,7513,4495,0.6,0.6,26.1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",332,588,45.1,133,25.2,10.4,0,0.01868338,37.059703,0.37700668,3.069171309,1,32.1,0.186915887850467,0.813084112149533,0,0,18.6915887850467,81.3084112149533,0,0,0.01868338,8.14089370777197,164.272808720906,20.178719268141,"164.272808720906:20.178719268141:1",164.272808720906,20.178719268141,"164.272808720906:20.178719268141:1"
"132","42",48,6,14,55,"yes","2023",898,1096,231,0.21,0.21,6.5,3402,8220,4860,0.59,0.59,28.5,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",354,574,45.7,121,21.3,10.9,0,0.013168173,35.674103,0.329682156,2.843639553,1,35,0.185714285714286,0.814285714285714,0,0,18.5714285714286,81.4285714285714,0,0,0.013168173,8.62539722350032,215.94791874317,25.0362868106305,"215.94791874317:25.0362868106305:1",215.94791874317,25.0362868106305,"215.94791874317:25.0362868106305:1"
"133","43",48,7,14,110,"no","2023",281,273,0,0,0,2,2790,6502,3736,0.57,0.57,24.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",390,552.5,76.8,102.5,23,10.2,0,0.011243717,23.360598,0.300057009,2.152151167,1,26.2,0.0763358778625954,0.923664122137405,0,0,7.63358778625954,92.3664122137405,0,0,0.011243717,7.17247423805388,191.409225881441,26.6866383243193,"191.409225881441:26.6866383243193:1",191.409225881441,26.6866383243193,"191.409225881441:26.6866383243193:1"
"134","44",48,7,14,110,"no","2023",383,386,0,0,0,2.8,3156,6831,3669,0.54,0.54,27.4,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",399,645,71.4,149,31.2,21.4,0,0.008802944,26.366209,0.291641895,2.064308375,1,30.2,0.0927152317880795,0.907284768211921,0,0,9.27152317880795,90.728476821192,0,0,0.008802944,7.07822987846105,234.502045565665,33.1300409272171,"234.502045565665:33.1300409272171:1",234.502045565665,33.1300409272171,"234.502045565665:33.1300409272171:1"
"135","45",48,7,14,110,"no","2023",218,218,0,0,0,2.4,3204,7274,4082,0.56,0.56,41.7,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",331,770,61.4,130,24.7,18.1,7.91,0.007160117,36.351131,0.304687396,2.340280116,1,44.1,0.054421768707483,0.945578231292517,0,0,5.4421768707483,94.5578231292517,0,0,0.007160117,7.68092197683163,326.849423829248,42.553410230587,"326.849423829248:42.553410230587:1",326.849423829248,42.553410230587,"326.849423829248:42.553410230587:1"
"136","46",48,7,14,110,"yes","2023",754,742,0,0,0,3.6,3887,9072,5167,0.57,0.57,22.5,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",281,555,65.55,101,NA,NA,NA,0.00821622,29.386993,0.296520256,2.535357773,1,26.1,0.137931034482759,0.862068965517241,0,0,13.7931034482759,86.2068965517241,0,0,0.00821622,8.55036956733236,308.579586841638,36.089619800833,"308.579586841638:36.089619800833:1",308.579586841638,36.089619800833,"308.579586841638:36.089619800833:1"
"137","47",48,7,14,110,"yes","2023",500,494,0,0,0,3.6,3605,8008,4403,0.55,0.55,31.3,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",403,626,60.9,111,40.1,40.3,13.2,0.00708971,31.130693,0.327868089,2.448090911,1,34.9,0.103151862464183,0.896848137535817,0,0,10.3151862464183,89.6848137535817,0,0,0.00708971,7.46669466512186,345.301981463276,46.2456276772957,"345.301981463276:46.2456276772957:1",345.301981463276,46.2456276772957,"345.301981463276:46.2456276772957:1"
"138","48",48,7,14,110,"yes","2023",448,454,0,0,0,3.2,3770,8507,4721,0.55,0.55,32.7,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",403,643,59.8,103.5,37.9,54.2,17.6,0.008075406,33.502681,0.387507305,2.966531813,1,35.9,0.0891364902506964,0.910863509749304,0,0,8.91364902506964,91.0863509749304,0,0,0.008075406,7.65542165198666,367.35389068983,47.9861080668885,"367.35389068983:47.9861080668885:1",367.35389068983,47.9861080668885,"367.35389068983:47.9861080668885:1"
"139","49",48,8,14,2.2,"no","2023",0,0,0,0,0,0,3090,6002,2924,0.49,0.49,6.4,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",230,483,54.35,84.1,51.8,14.2,0,0.011337593,33.25945,0.200218987,1.655522287,1,6.4,0,1,0,0,0,100,0,0,0.011337593,8.26855790155406,146.020613634658,17.6597437392575,"146.020613634658:17.6597437392575:1",146.020613634658,17.6597437392575,"146.020613634658:17.6597437392575:1"
"140","50",48,8,14,2.2,"no","2023",0,0,0,0,0,0,2844,5442,2608,0.48,0.48,83.3,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",385,581,54.7,80.5,47.25,13.35,0,0.012511041,45.892781,0.240571816,1.841663867,1,83.3,0,1,0,0,0,100,0,0,0.012511041,7.65536004018027,147.203087816593,19.2287609000722,"147.203087816593:19.2287609000722:1",147.203087816593,19.2287609000722,"147.203087816593:19.2287609000722:1"
"141","51",48,8,14,2.2,"no","2023",0,0,0,0,0,0,2614,4565,1936,0.42,0.42,76.6,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",360,287,57.1,44.8,49.5,13.1,23.4,0.018988477,29.491887,0.232375953,1.666671336,1,76.6,0,1,0,0,0,100,0,0,0.018988477,7.17230554402503,87.7727758787606,12.2377351801306,"87.7727758787606:12.2377351801306:1",87.7727758787606,12.2377351801306,"87.7727758787606:12.2377351801306:1"
"142","52",48,8,14,2.2,"yes","2023",0,0,0,0,0,0,4009,8079,4070,0.5,0.5,51.4,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",258,498,56.6,84.7,18.6,8.13,0,0.014670186,37.04345,0.298083741,2.513260543,1,51.4,0,1,0,0,0,100,0,0,0.014670186,8.43139090568512,171.317564957936,20.3190157916198,"171.317564957936:20.3190157916198:1",171.317564957936,20.3190157916198,"171.317564957936:20.3190157916198:1"
"143","53",48,8,14,2.2,"yes","2023",0,0,0,0,0,0,3056,5092,2036,0.4,0.4,51.4,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",266,390,56.9,81.3,43,12.9,0,0.016289545,35.84075,0.242524222,1.948605329,1,51.4,0,1,0,0,0,100,0,0,0.016289545,8.0346833521643,119.623066758464,14.8883361689967,"119.623066758464:14.8883361689967:1",119.623066758464,14.8883361689967,"119.623066758464:14.8883361689967:1"
"144","54",48,8,14,2.2,"yes","2023",0,0,0,0,0,0,3718,6145,2427,0.39,0.39,113.3,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",339,503,59.8,85.1,28.4,15.9,6.13,0.016618111,46.318718,0.285398439,2.202567458,1,113.3,0,1,0,0,0,100,0,0,0.016618111,7.7175175369477,132.540182094102,17.1739398659691,"132.540182094102:17.1739398659691:1",132.540182094102,17.1739398659691,"132.540182094102:17.1739398659691:1"
"145","55",48,14,14,0,"no","2023",509,588,89,0.15,0.15,1.6,1312,3090,1744,0.56,0.56,5.1,1731,2909,1189,0.41,0.41,4.5,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",466,476,12.1,18.6,2.33,36.9,0,0.009413138,5.685217,0.164783671,1.504736841,1,11.2,0.142857142857143,0.455357142857143,0.401785714285714,0,14.2857142857143,45.5357142857143,40.1785714285714,0,0.009413138,9.1315895068268,159.85496451874,17.5057107417314,"159.85496451874:17.5057107417314:1",159.85496451874,17.5057107417314,"159.85496451874:17.5057107417314:1"
"146","56",48,14,14,0,"no","2023",744,898,128,0.14,0.14,2.4,1175,2885,1702,0.59,0.59,4.5,1380,2303,896,0.39,0.39,3.6,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",373,236,12.8,11.4,4.41,37.6,0,0.00708971,4.420164,0.164475664,1.39997974,1,10.5,0.228571428571429,0.428571428571429,0.342857142857143,0,22.8571428571429,42.8571428571429,34.2857142857143,0,0.00708971,8.51177436195059,197.466432336443,23.1992089944441,"197.466432336443:23.1992089944441:1",197.466432336443,23.1992089944441,"197.466432336443:23.1992089944441:1"
"147","57",48,14,14,0,"no","2023",1199,1378,180,0.13,0.13,3.9,1121,2910,1755,0.6,0.6,4.3,1430,2587,1053,0.41,0.41,3.7,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",312,450,12.1,18.8,3.025,39.8,0,0.006573392,6.986423,0.152894463,1.243777648,1,11.9,0.327731092436975,0.361344537815126,0.310924369747899,0,32.7731092436975,36.1344537815126,31.0924369747899,0,0.006573392,8.13487698374009,189.213977806283,23.259599153679,"189.213977806283:23.259599153679:1",189.213977806283,23.259599153679,"189.213977806283:23.259599153679:1"
"148","58",48,14,14,0,"yes","2023",1242,1497,250,0.17,0.17,4,1254,3166,1849,0.59,0.59,4.8,1658,2962,1259,0.43,0.43,4.3,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",348,468,4.71,11.6,0.166,50.6,0,0.006080544,5.776307,0.178700965,1.370001733,1,13.1,0.305343511450382,0.366412213740458,0.32824427480916,0,30.5343511450382,36.6412213740458,32.824427480916,0,0.006080544,7.66644843244131,225.309073168453,29.3889765455196,"225.309073168453:29.3889765455196:1",225.309073168453,29.3889765455196,"225.309073168453:29.3889765455196:1"
"149","59",48,14,14,0,"yes","2023",1090,1277,181,0.14,0.14,3.5,1028,2637,1560,0.59,0.59,4,1310,2256,924,0.41,0.41,3.4,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",348,504,6.82,21.4,4.41,45.4,0,0.006831551,8.362247,0.132517051,1.279186159,1,10.9,0.321100917431193,0.36697247706422,0.311926605504587,0,32.1100917431193,36.697247706422,31.1926605504587,0,0.006831551,9.6529929495639,187.246813937274,19.397798684369,"187.246813937274:19.397798684369:1",187.246813937274,19.397798684369,"187.246813937274:19.397798684369:1"
"150","60",48,14,14,0,"yes","2023",1111,1275,148,0.12,0.12,3.6,1138,2570,1487,0.58,0.58,4.4,1249,2543,1050,0.41,0.41,3.2,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",457,456,12,12.2,4.45,48.2,0,0.006690737,9.1318,0.16737815,1.391764879,1,11.2,0.321428571428571,0.392857142857143,0.285714285714286,0,32.1428571428571,39.2857142857143,28.5714285714286,0,0.006690737,8.31509297360498,208.013688028688,25.0163995386457,"208.013688028688:25.0163995386457:1",208.013688028688,25.0163995386457,"208.013688028688:25.0163995386457:1"
"151","61",48,9,15,55,"no","2023",2545,3979,1455,0.37,0.37,18.4,0,0,0,0,0,0,773,1069,289,0.27,0.27,4.5,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",479,860,32.5,137,3.83,15,0,NA,36.738128,0.374098979,2.313686758,1,22.9,0.803493449781659,0,0.196506550218341,0,80.3493449781659,0,19.6506550218341,0,0.003021123,6.18469145300715,NA,NA,"NA:NA:1",765.836663386429,123.827788209881,"765.836663386429:123.827788209881:1"
"152","62",48,9,15,55,"no","2023",2875,4685,1855,0.4,0.4,20.8,0,0,0,0,0,0,889,1296,387,0.3,0.3,5.1,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",593,855,26.2,138,3.42,10.9,0,NA,31.633662,0.40052671,2.521508336,1,25.9,0.803088803088803,0,0.196911196911197,0,80.3088803088803,0,19.6911196911197,0,0.003661624,6.29548110786419,NA,NA,"NA:NA:1",688.631147272358,109.384991468267,"688.631147272358:109.384991468267:1"
"153","63",48,9,15,55,"no","2023",2985,5009,2030,0.41,0.41,21.6,0,0,0,0,0,0,885,1268,381,0.3,0.3,5.1,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",583,942,33.55,135,4,12.2,0,NA,38.532225,0.3874081,2.433434725,1,26.7,0.808988764044944,0,0.191011235955056,0,80.8988764044944,0,19.1011235955056,0,0.00487146,6.28132123463603,NA,NA,"NA:NA:1",499.528832218678,79.5260763713548,"499.528832218678:79.5260763713548:1"
"154","64",48,9,15,55,"yes","2023",3102,5081,1953,0.38,0.38,15,0,0,0,0,0,0,924,1284,340,0.26,0.26,3.6,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",622,748,43,137,14.9,14.6,0,NA,28.644784,0.318575986,2.025946975,1,18.6,0.806451612903226,0,0.193548387096774,0,80.6451612903226,0,19.3548387096774,0,0.003993736,6.35938383315559,NA,NA,"NA:NA:1",507.281146024675,79.7689146202954,"507.281146024675:79.7689146202954:1"
"155","65",48,9,15,55,"yes","2023",4115,6749,2575,0.38,0.38,19.8,0,0,0,0,0,0,946,1269,302,0.24,0.24,3.7,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",721,771.5,33.2,129,4.73,13.6,0,NA,33.487568,0.327356495,2.084855437,1,23.5,0.842553191489362,0,0.157446808510638,0,84.2553191489362,0,15.7446808510638,0,0.003756513,6.36876148432613,NA,NA,"NA:NA:1",554.997530156291,87.1437141306313,"554.997530156291:87.1437141306313:1"
"156","66",48,9,15,55,"yes","2023",2814,4554,1703,0.37,0.37,13.6,0,0,0,0,0,0,1073,1742,513,0.29,0.29,4.1,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",709,834,70.8,151,23.1,10.6,0,NA,20.370162,0.229823254,1.412751824,1,17.7,0.768361581920904,0,0.231638418079096,0,76.8361581920904,0,23.1638418079096,0,0.003590457,6.14712305831332,NA,NA,"NA:NA:1",393.474096472956,64.0094712177308,"393.474096472956:64.0094712177308:1"
"157","67",48,10,15,110,"no","2023",2326,2684,363,0.14,0.14,37.9,0,0,0,0,0,0,308,308,115,0.27,0.27,4,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",337,634,33.7,74.2,19.5,17.9,0,NA,36.189418,0.386207439,2.079756707,1,41.9,0.904534606205251,0,0.0954653937947494,0,90.4534606205251,0,9.54653937947494,0,0.003590457,5.3850767669962,NA,NA,"NA:NA:1",579.245680146009,107.564981003811,"579.245680146009:107.564981003811:1"
"158","68",48,10,15,110,"no","2023",2357,2821,448,0.16,0.16,38.4,0,0,0,0,0,0,289,454,154,0.34,0.34,3.8,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",463,611.5,62,71.5,17.65,24.3,0,NA,27.011531,0.404916964,2.159809619,1,42.2,0.909952606635071,0,0.0900473933649289,0,90.9952606635071,0,9.00473933649289,0,0.00382768,5.3339568628199,NA,NA,"NA:NA:1",564.260758213853,105.786524474355,"564.260758213853:105.786524474355:1"
"159","69",48,10,15,110,"no","2023",2448,2869,417,0.15,0.15,39.9,0,0,0,0,0,0,274,385,111,0.29,0.29,3.6,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",298.5,519,30.3,65.7,17.2,14.5,0,NA,38.444203,0.423177518,2.331326455,1,43.5,0.917241379310345,0,0.0827586206896552,0,91.7241379310345,0,8.27586206896552,0,0.003922569,5.50909808729489,NA,NA,"NA:NA:1",594.336633721421,107.88274674072,"594.336633721421:107.88274674072:1"
"160","70",48,10,15,110,"yes","2023",2958,3413,451,0.13,0.13,32.1,0,0,0,0,0,0,358,533,175,0.33,0.33,3.1,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",382,495,34.6,67.95,16.2,28.7,0,NA,26.323196,0.324190408,1.866951436,1,35.2,0.911931818181818,0,0.0880681818181818,0,91.1931818181818,0,8.80681818181818,0,0.004491904,5.75881145749383,NA,NA,"NA:NA:1",415.625853980851,72.1721586213775,"415.625853980851:72.1721586213775:1"
"161","71",48,10,15,110,"yes","2023",3569,4072,486,0.12,0.12,38.7,0,0,0,0,0,0,646,1440,781,0.54,0.54,5.6,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",422,611,32.6,64,14.8,14.7,0,NA,45.472471,0.373368151,2.112603635,1,44.3,0.873589164785553,0,0.126410835214447,0,87.3589164785553,0,12.6410835214447,0,0.004088625,5.65823204079343,NA,NA,"NA:NA:1",516.702714237672,91.318756550185,"516.702714237672:91.318756550185:1"
"162","72",48,10,15,110,"yes","2023",3621,4138,508,0.12,0.12,39.3,0,0,0,0,0,0,635,1313,669,0.51,0.51,5.5,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",385,564,28.2,64,18.5,14.6,0,NA,19.364232,0.352259912,2.270302922,1,44.8,0.877232142857143,0,0.122767857142857,0,87.7232142857143,0,12.2767857142857,0,0.005040314,6.44496533570928,NA,NA,"NA:NA:1",450.428866534902,69.8884855189578,"450.428866534902:69.8884855189578:1"
"163","73",48,11,15,2.2,"no","2023",0,0,0,0,0,0,3745,7395,3654,0.49,0.49,73.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",396,502,54.9,95.3,30.7,19.8,0,NA,17.178,0.316850692,2.70273447,1,73.2,0,1,0,0,0,100,0,0,0.004254681,8.52999390009222,NA,NA,"NA:NA:1",635.237863896259,74.4710806756135,"635.237863896259:74.4710806756135:1"
"164","74",48,11,15,2.2,"no","2023",0,0,0,0,0,0,4105,7034,2959,0.42,0.42,80.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",338,475,57.2,97.7,30.75,14.6,0,NA,25.944759,0.285103489,3.195972741,1,80.2,0,1,0,0,0,100,0,0,0.004017458,11.2098689223687,NA,NA,"NA:NA:1",795.52113326387,70.9661405296583,"795.52113326387:70.9661405296583:1"
"165","75",48,11,15,2.2,"no","2023",0,0,0,0,0,0,3775,7632,3829,0.5,0.5,73.7,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",327,418,44.7,98.5,24.1,11,0,NA,34.395418,0.320045501,4.244333506,1,73.7,0,1,0,0,0,100,0,0,0.003685347,13.2616565230205,NA,NA,"NA:NA:1",1151.67812040494,86.8427046354115,"1151.67812040494:86.8427046354115:1"
"166","76",48,11,15,2.2,"yes","2023",0,0,0,0,0,0,2974,5840,2859,0.49,0.49,87.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",366,415,42.1,88.2,23.2,18.3,0,NA,30.325687,0.31664189,2.903546393,1,87.2,0,1,0,0,0,100,0,0,0.003495568,9.16981133797553,NA,NA,"NA:NA:1",830.636506856683,90.5838164212511,"830.636506856683:90.5838164212511:1"
"167","77",48,11,15,2.2,"yes","2023",0,0,0,0,0,0,2879,5659,2788,0.49,0.49,84.4,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",413,521,42.8,95.7,16.85,13.75,0,NA,39.108531,0.313666314,3.210837841,1,84.4,0,1,0,0,0,100,0,0,0.003163457,10.2364764646037,NA,NA,"NA:NA:1",1014.97755177327,99.153019623785,"1014.97755177327:99.153019623785:1"
"168","78",48,11,15,2.2,"yes","2023",0,0,0,0,0,0,3372,6641,3269,0.49,0.49,98.8,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",260,544,29.6,95.3,18.8,15.7,0,NA,44.975259,0.355749652,3.254522085,1,98.8,0,1,0,0,0,100,0,0,0.003258346,9.14834931447804,NA,NA,"NA:NA:1",998.826424511086,109.181054436822,"998.826424511086:109.181054436822:1"
"169","79",48,12,15,16,"no","2023",2138,3250,1139,0.35,0.35,23.2,1585,1585,2121,0.58,0.58,20.6,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",557,864,16.7,48.6,5.35,50.5,65.3,NA,35.365768,0.485541709,3.027252257,1,43.8,0.529680365296804,0.470319634703196,0,0,52.9680365296804,47.0319634703196,0,0,0.001099619,6.23479342945592,NA,NA,"NA:NA:1",2753.00104581678,441.554492055885,"2753.00104581678:441.554492055885:1"
"170","80",48,12,15,16,"no","2023",2009,2799,817,0.29,0.29,21.8,925,2404,1482,0.62,0.62,12,290,296,0,0,0,2.5,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",489,874,15,53.9,3.96,32.7,50.2,NA,26.71914,0.60803581,3.987087011,1,36.3,0.600550964187328,0.330578512396694,0.068870523415978,0,60.0550964187328,33.0578512396694,6.8870523415978,0,0.000679552,6.55732268630691,NA,NA,"NA:NA:1",5867.22871980363,894.759797631381,"5867.22871980363:894.759797631381:1"
"171","81",48,12,15,16,"no","2023",2156,3194,1053,0.33,0.33,23.4,1625,3732,2124,0.57,0.57,21.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",429,686,20.6,65.3,4.56,31.9,51.6,NA,37.427175,0.756336376,4.930427969,1,44.6,0.524663677130045,0.475336322869955,0,0,52.4663677130045,47.5336322869955,0,0,0.00017445,6.51882961794766,NA,NA,"NA:NA:1",28262.6997363141,4335.54815706506,"28262.6997363141:4335.54815706506:1"
"172","82",48,12,15,16,"yes","2023",2202,3139,944,0.3,0.3,23.9,1037,3095,2093,0.68,0.68,13.5,755,733,0,0,0,6.6,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",505,640,15.1,55.4,3.37,29,33.8,NA,34.36684,0.626241565,3.957492709,1,44,0.543181818181818,0.306818181818182,0.15,0,54.3181818181818,30.6818181818182,15,0,0.000299995,6.31943475198744,NA,NA,"NA:NA:1",13191.8622277038,2087.50667511125,"13191.8622277038:2087.50667511125:1"
"173","83",48,12,15,16,"yes","2023",2580,3739,1168,0.31,0.31,28,2014,4698,2623,0.56,0.56,26.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",424,853,12.8,65.6,2.43,16.1,0,NA,42.024393,0.617570654,3.917293549,1,54.2,0.516605166051661,0.483394833948339,0,0,51.6605166051661,48.3394833948339,0,0,0.000489774,6.34306945064135,NA,NA,"NA:NA:1",7998.16558045139,1260.92984519391,"7998.16558045139:1260.92984519391:1"
